File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151204_0057_25627_1_tg_4_3_6.jpeg, x: 211, y: 120
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0082_9129_1_tg_0_5_10.jpeg, x: 178, y: 109
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0144_7398_2_tg_4_4_7.jpeg, x: 178, y: 296
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_1_tg_3_5_16.jpeg, x: 197, y: 128
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160425_0103_25460_tg_4_4_4.jpeg, x: 183, y: 89
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151207_0061_25849_2_tg_1_2_14.jpeg, x: 195, y: 173
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_5_1_2.jpeg, x: 186, y: 135
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0066_26749_1_tg_6_0_15.jpeg, x: 189, y: 132
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160125_0080_25627_1_tg_0_6_5.jpeg, x: 185, y: 130
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160220_0143_7606_2_tg_4_1_8.jpeg, x: 190, y: 253
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0067_25288_tg_0_2_7.jpeg, x: 197, y: 78
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0092_9539_2_tg_5_1_9.jpeg, x: 204, y: 173
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0101_25435_tg_0_5_8.jpeg, x: 204, y: 165
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0107_25627_2_tg_0_0_2.jpeg, x: 198, y: 122
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_1_tg_1_3_2.jpeg, x: 204, y: 221
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151127_0005_25600_2_tg_5_2_5.jpeg, x: 201, y: 260
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0082_9129_1_tg_0_5_1.jpeg, x: 192, y: 120
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0076_25849_2_tg_3_4_9.jpeg, x: 188, y: 107
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0144_7398_2_tg_3_7_5.jpeg, x: 188, y: 159
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0066_26749_1_tg_3_7_13.jpeg, x: 194, y: 194
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0071_26749_2_tg_0_0_6.jpeg, x: 192, y: 136
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_5_4_15.jpeg, x: 192, y: 160
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_1_tg_5_0_11.jpeg, x: 183, y: 68
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0144_7398_1_tg_5_0_15.jpeg, x: 180, y: 209
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_2_tg_6_1_16.jpeg, x: 177, y: 98
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151127_0005_25600_2_tg_2_2_5.jpeg, x: 183, y: 189
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0104_25480_tg_0_3_6.jpeg, x: 174, y: 247
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0145_7276_2_tg_0_6_10.jpeg, x: 201, y: 146
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0076_25849_2_tg_0_4_4.jpeg, x: 192, y: 154
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151126_0056_25600_1_tg_3_5_1.jpeg, x: 176, y: 113
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_1_tg_3_2_9.jpeg, x: 201, y: 150
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151215_0022_26558_3_tg_0_4_3.jpeg, x: 192, y: 236
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0074_26554_2_tg_2_5_2.jpeg, x: 183, y: 166
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0069_28472_2_tg_4_2_18.jpeg, x: 174, y: 136
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151126_0056_25600_1_tg_5_1_15.jpeg, x: 180, y: 228
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0069_28472_2_tg_3_6_1.jpeg, x: 178, y: 98
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160419_0095_25302_tg_1_1_18.jpeg, x: 183, y: 206
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160419_0095_25302_tg_1_2_4.jpeg, x: 183, y: 202
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160426_0104_25480_tg_1_1_9.jpeg, x: 174, y: 299
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0085_9129_3_tg_2_2_8.jpeg, x: 179, y: 248
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0069_28472_2_tg_0_0_6.jpeg, x: 180, y: 240
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0069_28472_3_tg_1_5_12.jpeg, x: 180, y: 161
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160220_0143_7606_2_tg_0_1_1.jpeg, x: 179, y: 238
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160115_0071_26749_2_tg_2_1_20.jpeg, x: 176, y: 197
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0099_25432_2_tg_3_0_2.jpeg, x: 176, y: 155
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_2_tg_1_4_11.jpeg, x: 176, y: 143
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0144_7398_2_tg_3_0_1.jpeg, x: 143, y: 287
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0066_26749_1_tg_0_6_12.jpeg, x: 158, y: 168
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0092_9539_2_tg_2_1_8.jpeg, x: 167, y: 146
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0064_26558_1_tg_4_3_7.jpeg, x: 144, y: 297
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0068_25272_tg_0_4_16.jpeg, x: 152, y: 137
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0064_26558_1_tg_1_3_9.jpeg, x: 159, y: 224
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151209_0143_7398_3_tg_4_1_8.jpeg, x: 160, y: 131
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160220_0143_7606_2_tg_2_2_2.jpeg, x: 242, y: 156
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0089_9415_2_tg_4_0_1.jpeg, x: 159, y: 123
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160119_0075_26554_1_tg_2_6_17.jpeg, x: 173, y: 185
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0070_28472_1_tg_2_4_13.jpeg, x: 157, y: 116
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0101_25435_tg_1_0_7.jpeg, x: 164, y: 140
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151127_0005_25600_2_tg_0_2_3.jpeg, x: 176, y: 218
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160113_0069_28472_3_tg_3_1_4.jpeg, x: 167, y: 195
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151208_0146_7105_1_tg_1_1_3.jpeg, x: 151, y: 123
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160411_0082_9129_1_tg_1_5_16.jpeg, x: 179, y: 229
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151215_0022_26558_3_tg_5_0_4.jpeg, x: 167, y: 121
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0092_9539_2_tg_4_3_10.jpeg, x: 184, y: 187
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0142_7606_2_tg_2_3_20.jpeg, x: 178, y: 176
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160421_0102_25464_2_tg_3_2_5.jpeg, x: 182, y: 186
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151207_0062_26554_1_tg_1_2_9.jpeg, x: 182, y: 184
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160219_0081_26749_2_tg_6_1_11.jpeg, x: 186, y: 207
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160419_0096_25303_tg_1_0_10.jpeg, x: 171, y: 159
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_2_tg_1_2_13.jpeg, x: 166, y: 136
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160122_0077_25849_1_tg_6_3_11.jpeg, x: 158, y: 91
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20151224_0141_7818_1_tg_2_2_3.jpeg, x: 158, y: 84
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160110_0040_28472_3_tg_2_6_15.jpeg, x: 168, y: 114
File: C:/Users/linh/Downloads/archive/InkData_word_processed_2\20160412_0088_9415_1_tg_3_2_1.jpeg, x: 173, y: 111
